SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning;Sample_Type;ExploreVersion
S02;77;OID20525;Q9UNE0;EDAR;0;Inflammation;B04403;P1;PASS;-4.4627;-1.7471;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30718;Q04756;HGFAC;0;Inflammation_II;B13803;P1;PASS;-8.0767;0.2608;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30710;Q01459;CTBS;0;Inflammation_II;B13803;P1;PASS;-6.4662;-1.742;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30693;P16233;PNLIP;0;Inflammation_II;B13803;P1;PASS;-7.1238;-2.4032;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20820;Q9NXA8;SIRT5;0.0909;Neurology;B04406;P1;PASS;-3.2746;-2.6648;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21130;Q6UXG3;CD300LG;0;Neurology;B04406;P1;PASS;-5.1383;-3.8315;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31156;Q8N4C8;MINK1;0;Neurology_II;B13806;P1;PASS;-9.4248;-8.4092;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31147;Q96CN9;GCC1;0;Neurology_II;B13806;P1;PASS;-3.9478;-2.5671;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31090;Q13277;STX3;0;Neurology_II;B13806;P1;PASS;-5.427;-3.2932;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30831;Q19T08;ECSCR;0;Neurology_II;B13806;P1;PASS;-2.9022;-1.4487;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31463;O94988;FAM13A;0;Oncology_II;B13804;P1;PASS;-7.6952;-5.2695;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21463;O15123;ANGPT2;0;Oncology;B04404;P1;PASS;-8.9914;-3.089;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20891;P42892;ECE1;0;Neurology;B04406;P1;PASS;-5.7668;-3.7427;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30586;Q9BX67;JAM3;0;Inflammation_II;B13803;P1;PASS;-4.4385;-2.5422;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31353;Q15796;SMAD2;0.5114;Oncology_II;B13804;P1;PASS;-5.3922;-4.8046;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20332;P39060;COL18A1;0;Cardiometabolic;B04405;P1;PASS;-7.0077;1.5557;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20990;P07306;ASGR1;0;Neurology;B04406;P1;PASS;-5.002;0.0881;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20099;Q8NC01;CLEC1A;0;Cardiometabolic;B04405;P1;PASS;-3.7987;-1.862;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30424;Q9NRR2;TPSG1;0.4432;Inflammation_II;B13803;P1;PASS;-3.4192;-3.0745;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30836;Q9BZ29;DOCK9;0.2273;Neurology_II;B13806;P1;PASS;-4.4886;-3.906;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20237;P07911;UMOD;0;Cardiometabolic;B04405;P1;PASS;-6.5024;-0.7664;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20886;Q9UJ72;ANXA10;0;Neurology;B04406;P1;PASS;-4.4677;-2.9361;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20839;P30039;PBLD;0;Neurology;B04406;P1;PASS;-3.6844;-2.1235;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30499;Q9UHN6;CEMIP2;0.0795;Inflammation_II;B13803;P1;PASS;-3.5942;-2.4638;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21269;P09110;ACAA1;0;Oncology;B04404;P1;PASS;-6.1317;-4.4718;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21469;Q8TDQ1;CD300LF;0;Oncology;B04404;P1;PASS;-11.3005;-3.3317;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20533;P19474;TRIM21;0;Inflammation;B04403;P1;PASS;-5.7075;-2.4637;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30109;Q9UFP1;GASK1A;0.375;Cardiometabolic_II;B13805;P1;PASS;-2.1729;-1.359;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20173;Q14956;GPNMB;0;Cardiometabolic;B04405;P1;WARN;-6.1344;-0.1284;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31301;Q8TEW0;PARD3;0;Oncology_II;B13804;P1;PASS;-5.5598;-3.6645;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30625;P09529;INHBB;0;Inflammation_II;B13803;P1;PASS;-4.7695;-0.9622;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21150;P17538;CTRB1;0;Neurology;B04406;P1;PASS;-7.7317;-1.8441;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20673;P49763;PGF;0;Inflammation;B04403;P1;PASS;-10.5314;-1.697;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20826;P20936;RASA1;0.0909;Neurology;B04406;P1;PASS;-4.078;-4.2648;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20333;P04746;AMY2A;0;Cardiometabolic;B04405;P1;PASS;-5.9838;0.7817;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31282;Q9H2G2;SLK;0.3977;Oncology_II;B13804;P1;PASS;-4.6508;-3.9204;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30564;O60437;PPL;0;Inflammation_II;B13803;P1;PASS;-4.1518;-2.7403;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30522;O94916;NFAT5;0.3864;Inflammation_II;B13803;P1;PASS;-4.8943;-4.916;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21018;P01732;CD8A;0;Neurology;B04406;P1;PASS;-10.3096;-2.582;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20982;O15197;EPHB6;0;Neurology;B04406;P1;PASS;-5.1474;-0.1346;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30968;Q53EL9;SEZ6;0;Neurology_II;B13806;P1;WARN;-5.6872;-3.3026;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30592;Q8NDA2;HMCN2;0;Inflammation_II;B13803;P1;PASS;-4.6835;2.0611;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20429;Q8NHJ6;LILRB4;0;Inflammation;B04403;P1;PASS;-4.8513;-2.368;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20689;Q6UWV6;ENPP7;0;Inflammation;B04403;P1;PASS;-7.2851;-0.5115;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31512;Q6BCY4;CYB5R2;0;Oncology_II;B13804;P1;PASS;-9.29;-4.0483;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30827;P04234;CD3D;0.9545;Neurology_II;B13806;P1;PASS;-1.1552;-2.8315;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30615;Q8N8U9;BMPER;0;Inflammation_II;B13803;P1;PASS;-2.401;1.9021;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20799;P53985;SLC16A1;0;Neurology;B04406;P1;PASS;-4.5742;-2.6868;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20836;P41208;CETN2;0;Neurology;B04406;P1;PASS;-6.128;-4.2497;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21201;Q9UKR0;KLK12;0;Oncology;B04404;P1;PASS;-3.3538;-2.8118;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31389;O15213;WDR46;0.0114;Oncology_II;B13804;P1;PASS;-6.9889;-6.4653;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31117;P59780;AP3S2;0.3523;Neurology_II;B13806;P1;PASS;-3.6821;-4.9166;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20070;O43186;CRX;0.0227;Cardiometabolic;B04405;P1;PASS;-3.5623;-3.1141;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31196;A8MVZ5;BTNL10;0.75;Oncology_II;B13804;P1;PASS;-1.612;-1.9816;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20141;P21980;TGM2;0;Cardiometabolic;B04405;P1;PASS;-4.9244;-1.9597;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20720;O43291;SPINT2;0;Inflammation;B04403;P1;PASS;-4.3598;-1.4939;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30634;Q8IUZ5;PHYKPL;0;Inflammation_II;B13803;P1;PASS;-6.124;-2.5914;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21059;P30533;LRPAP1;0;Neurology;B04406;P1;PASS;-8.7257;-3.6462;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31045;Q9NPG4;PCDH12;0;Neurology_II;B13806;P1;PASS;-7.7834;-4.7695;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21304;O00233;PSMD9;0;Oncology;B04404;P1;WARN;-4.6396;-1.5312;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31309;Q92817;EVPL;0.6705;Oncology_II;B13804;P1;PASS;-3.4324;-2.7821;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30970;O14578;CIT;0.2386;Neurology_II;B13806;P1;PASS;-5.4283;-4.9111;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21402;Q9NSA1;FGF21;0;Oncology;B04404;P1;WARN;-5.6522;-0.6459;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30438;Q09472;EP300;0.6818;Inflammation_II;B13803;P1;PASS;-2.9522;-2.5862;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31052;P31751;AKT2;0;Neurology_II;B13806;P1;PASS;-8.1532;-6.1385;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30299;P51511;MMP15;0.3523;Cardiometabolic_II;B13805;P1;PASS;-4.4411;-4.5048;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31318;P25092;GUCY2C;0.0227;Oncology_II;B13804;P1;PASS;-3.7271;-2.993;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30557;P06730;EIF4E;0.0795;Inflammation_II;B13803;P1;PASS;-4.8787;-3.8094;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31108;Q8TAT2;FGFBP3;0;Neurology_II;B13806;P1;PASS;-7.6379;-3.7478;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30658;P56192;MARS1;0;Inflammation_II;B13803;P1;PASS;-4.5806;-2.5239;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21029;Q10589;BST2;0;Neurology;B04406;P1;PASS;-7.1068;-3.5694;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21432;Q9NPH0;ACP6;0;Oncology;B04404;P1;PASS;-8.903;-1.6311;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30233;P01225;FSHB;0.0114;Cardiometabolic_II;B13805;P1;PASS;-0.8745;-0.1468;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31205;O15264;MAPK13;0.2614;Oncology_II;B13804;P1;PASS;-5.5048;-6.1683;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20879;O00399;DCTN6;0;Neurology;B04406;P1;PASS;-4.7458;-4.3904;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20288;Q13822;ENPP2;0;Cardiometabolic;B04405;P1;PASS;-4.4717;-0.7773;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31049;Q9BXI9;C1QTNF6;0.9886;Neurology_II;B13806;P1;PASS;-4.9561;-5.6754;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31135;P55210;CASP7;0.0568;Neurology_II;B13806;P1;PASS;-5.9688;-5.5224;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30942;Q9UNY4;TTF2;0.6705;Neurology_II;B13806;P1;PASS;-5.0052;-5.5282;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20223;Q6WN34;CHRDL2;0;Cardiometabolic;B04405;P1;PASS;-5.7443;-0.5265;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20501;Q0Z7S8;FABP9;0;Inflammation;B04403;P1;PASS;-3.1418;-1.6265;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20381;P07359;GP1BA;0;Cardiometabolic;B04405;P1;WARN;-6.4575;-0.0202;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21416;P06756;ITGAV;0;Oncology;B04404;P1;PASS;-5.7247;-1.6259;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31420;Q6WCQ1;MPRIP;0.0568;Oncology_II;B13804;P1;PASS;-8.4845;-7.301;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20238;P55058;PLTP;0;Cardiometabolic;B04405;P1;PASS;-6.308;0.0679;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30407;Q04721;NOTCH2;0;Cardiometabolic_II;B13805;P1;PASS;-8.6818;-2.3495;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30537;P20701;ITGAL;0;Inflammation_II;B13803;P1;PASS;-7.7521;-2.8571;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30387;Q8N114;SHISA5;0;Cardiometabolic_II;B13805;P1;PASS;-5.7684;-4.3186;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20163;O75340;PDCD6;0;Cardiometabolic;B04405;P1;PASS;-4.1471;0.1515;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31315;Q9ULD2;MTUS1;0;Oncology_II;B13804;P1;PASS;-7.4027;-5.177;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20380;P15529;CD46;0;Cardiometabolic;B04405;P1;PASS;-7.5864;-0.5935;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30464;Q9NZS2;KLRF1;0;Inflammation_II;B13803;P1;PASS;-2.9191;-1.4543;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20877;P61244;MAX;0.1136;Neurology;B04406;P1;PASS;-5.67;-4.4393;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31522;Q9NPJ3;ACOT13;0.0455;Oncology_II;B13804;P1;PASS;-7.4699;-6.8698;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30709;P01019;AGT;0;Inflammation_II;B13803;P1;PASS;-9.5887;-3.8741;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21099;Q14696;MESD;0;Neurology;B04406;P1;PASS;-5.8086;-4.1922;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21296;P05783;KRT18;0;Oncology;B04404;P1;PASS;-5.164;1.6679;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20772;O00175;CCL24;0;Inflammation;B04403;P1;PASS;-8.8125;1.4186;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20849;P58417;NXPH1;0;Neurology;B04406;P1;PASS;-5.6698;-3.8411;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21095;O15394;NCAM2;0;Neurology;B04406;P1;PASS;-7.8754;-2.471;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20560;Q14242;SELPLG;0;Inflammation;B04403;P1;PASS;-5.2992;-0.414;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30274;Q9BV79;MECR;0;Cardiometabolic_II;B13805;P1;WARN;-4.3803;-3.2049;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31489;Q8IXQ3;C9orf40;0;Oncology_II;B13804;P1;PASS;-6.6941;-5.4001;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20293;Q15828;CST6;0;Cardiometabolic;B04405;P1;PASS;-7.2631;-0.0018;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21340;Q6UWW8;CES3;0;Oncology;B04404;P1;PASS;-5.3353;-0.9811;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21458;P62166;NCS1;0;Oncology;B04404;P1;PASS;-9.2782;-0.7575;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20449;Q8N6P7;IL22RA1;0.6023;Inflammation;B04403;P1;PASS;-2.9377;-2.8158;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30275;Q6UY14;ADAMTSL4;0;Cardiometabolic_II;B13805;P1;PASS;-3.1903;-1.5024;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31287;O15078;CEP290;0.1705;Oncology_II;B13804;P1;PASS;-5.2948;-5.1375;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20189;Q8IZP9;ADGRG2;0;Cardiometabolic;B04405;P1;PASS;-5.4133;-0.3259;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21067;Q9UBW5;BIN2;0;Neurology;B04406;P1;PASS;-8.3004;-7.3352;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30937;B6A8C7;TARM1;0.0227;Neurology_II;B13806;P1;PASS;-5.5685;-4.5938;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21329;Q9C0C4;SEMA4C;0;Oncology;B04404;P1;PASS;-5.4757;-3.4783;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30338;Q9H3S4;TPK1;0;Cardiometabolic_II;B13805;P1;PASS;-8.3152;-2.4187;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20409;P00915;CA1;0;Cardiometabolic;B04405;P1;PASS;-8.7225;-0.3785;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30399;O75339;CILP;0;Cardiometabolic_II;B13805;P1;PASS;-7.5461;-3.3412;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20713;Q7KYR7;BTN2A1;0;Inflammation;B04403;P1;PASS;-6.6529;0.2896;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31348;O75843;AP1G2;0;Oncology_II;B13804;P1;PASS;-6.226;-5.2779;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31275;Q8TCU4;ALMS1;0.0682;Oncology_II;B13804;P1;PASS;-5.6239;-2.8231;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30854;P26378;ELAVL4;0;Neurology_II;B13806;P1;PASS;-5.8159;-5.2166;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31313;Q5VUJ9;EFCAB2;0.2727;Oncology_II;B13804;P1;PASS;-4.363;-4.0759;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20248;P13598;ICAM2;0;Cardiometabolic;B04405;P1;PASS;-6.3548;-0.5237;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31465;O60502;OGA;0;Oncology_II;B13804;P1;PASS;-6.8418;-5.3579;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20355;P18428;LBP;0;Cardiometabolic;B04405;P1;PASS;-9.4355;-3.9973;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21209;Q96NB1;CEP20;0;Oncology;B04404;P1;PASS;-5.1557;-4.1265;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30429;P10070;GLI2;0.7614;Inflammation_II;B13803;P1;PASS;-1.1617;-1.7437;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20616;P29965;CD40LG;0;Inflammation;B04403;P1;PASS;-7.031;-2.718;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30369;P02730;SLC4A1;0;Cardiometabolic_II;B13805;P1;PASS;-6.5829;-2.9033;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20596;P08727;KRT19;0;Inflammation;B04403;P1;PASS;-4.9543;-1.3525;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30307;P02008;HBZ;0;Cardiometabolic_II;B13805;P1;PASS;-5.5622;-4.4526;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21361;Q13576;IQGAP2;0;Oncology;B04404;P1;PASS;-6.1967;-4.1538;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20751;Q6UXH1;CRELD2;0;Inflammation;B04403;P1;PASS;-8.9735;-0.7087;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20615;P37235;HPCAL1;0;Inflammation;B04403;P1;PASS;-8.2381;-2.7917;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21221;P25786;PSMA1;0.75;Oncology;B04404;P1;PASS;-3.7471;-3.9121;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21501;Q6FI81;CIAPIN1;0;Oncology;B04404;P1;PASS;-6.8154;-3.5137;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20918;O00559;EBAG9;0;Neurology;B04406;P1;PASS;-3.3655;-2.0113;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30834;P52179;MYOM1;0.0455;Neurology_II;B13806;P1;PASS;-4.3651;-3.7772;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20413;P24592;IGFBP6;0;Cardiometabolic;B04405;P1;WARN;-7.0881;0.4341;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21292;Q9GZY6;LAT2;0;Oncology;B04404;P1;PASS;-5.665;-2.93;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31436;P21912;SDHB;0.0227;Oncology_II;B13804;P1;WARN;-5.0289;-4.3532;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30724;P05543;SERPINA7;0;Inflammation_II;B13803;P1;PASS;-5.181;-3.9391;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21478;P21802;FGFR2;0;Oncology;B04404;P1;PASS;-6.7513;-2.4804;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20337;P42785;PRCP;0;Cardiometabolic;B04405;P1;PASS;-5.8393;-0.3133;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30059;P48507;GCLM;0.2727;Cardiometabolic_II;B13805;P1;PASS;-2.2302;-2.3069;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31344;Q32MZ4;LRRFIP1;0.5114;Oncology_II;B13804;P1;WARN;-5.9064;-6.4441;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30328;P98161;PKD1;0;Cardiometabolic_II;B13805;P1;PASS;-7.9527;-3.8777;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30626;A2VDF0;FUOM;0;Inflammation_II;B13803;P1;PASS;-3.2035;1.8511;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30843;O95196;CSPG5;0.4659;Neurology_II;B13806;P1;PASS;-4.4559;-4.0321;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30520;Q16718;NDUFA5;0.1591;Inflammation_II;B13803;P1;PASS;-4.4072;-4.3745;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31303;P51815;ZNF75D;0.0795;Oncology_II;B13804;P1;PASS;-6.3838;-5.7092;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31429;Q8NG06;TRIM58;0;Oncology_II;B13804;P1;PASS;-7.3229;-6.233;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21294;Q9Y653;ADGRG1;0;Oncology;B04404;P1;WARN;-4.981;-0.2935;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30671;P0DN86;CGB3_CGB5_CGB8;0.6818;Inflammation_II;B13803;P1;WARN;-7.8509;-7.5952;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31360;P36873;PPP1CC;0;Oncology_II;B13804;P1;PASS;-6.5813;-5.5866;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20810;P08758;ANXA5;0.0114;Neurology;B04406;P1;PASS;-5.2155;-3.7251;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20686;O00585;CCL21;0;Inflammation;B04403;P1;PASS;-6.4117;-0.6936;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30546;P23743;DGKA;0.0909;Inflammation_II;B13803;P1;PASS;-2.8427;-2.399;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20744;O43598;DNPH1;0;Inflammation;B04403;P1;PASS;-5.1467;-1.6422;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31043;O94830;DDHD2;0;Neurology_II;B13806;P1;PASS;-7.1007;-5.4052;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30394;Q9HCU0;CD248;0;Cardiometabolic_II;B13805;P1;PASS;-8.2487;-2.7437;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30272;O95825;CRYZL1;0;Cardiometabolic_II;B13805;P1;PASS;-5.9791;-2.3252;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20989;Q9UL46;PSME2;0;Neurology;B04406;P1;PASS;-5.6777;-0.32;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30302;Q8NDI1;EHBP1;0;Cardiometabolic_II;B13805;P1;PASS;-6.7941;-5.1882;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30684;P00742;F10;0;Inflammation_II;B13803;P1;PASS;-7.4517;-3.7595;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30237;Q8TAE8;GADD45GIP1;0.5227;Cardiometabolic_II;B13805;P1;PASS;-2.2227;-2.2421;Plate control;PASS;CONTROL;0.0.0
